2024-06-09 21:14:54,275: Key.backspace
2024-06-09 21:14:54,306: Key.backspace
2024-06-09 21:15:02,152: Key.enter
2024-06-09 21:15:09,777: a
2024-06-09 21:15:09,963: n
2024-06-09 21:15:10,220: u
2024-06-09 21:15:11,291: p
2024-06-09 21:15:11,435: a
2024-06-09 21:15:11,680: m
2024-06-09 21:15:30,707: a
2024-06-09 21:15:30,858: n
2024-06-09 21:15:31,069: u
2024-06-09 21:15:31,690: p
2024-06-09 21:15:31,805: a
2024-06-09 21:15:31,999: m
2024-06-09 21:16:49,250: h
2024-06-09 21:16:49,665: o
2024-06-09 21:16:50,066: w
2024-06-09 21:16:50,224: Key.space
2024-06-09 21:16:50,732: t
2024-06-09 21:16:50,886: o
2024-06-09 21:16:51,158: Key.space
2024-06-09 21:16:51,780: s
2024-06-09 21:16:52,265: t
2024-06-09 21:16:52,530: o
2024-06-09 21:16:52,754: p
2024-06-09 21:16:53,112: Key.space
2024-06-09 21:16:53,748: t
2024-06-09 21:16:54,147: h
2024-06-09 21:16:54,412: e
2024-06-09 21:16:54,560: Key.space
2024-06-09 21:16:55,212: p
2024-06-09 21:16:55,547: r
2024-06-09 21:16:55,713: o
2024-06-09 21:16:56,137: g
2024-06-09 21:16:56,379: r
2024-06-09 21:16:56,519: a
2024-06-09 21:16:57,127: m
2024-06-09 21:16:57,742: Key.enter
2024-06-09 21:18:02,193: Key.esc
